Year,Month,Day,Hour,Minute,Second,HYY_EDDY233.u_star
2017,11,04,15,30,00,0.34348
2017,11,04,16,00,00,0.37204
2017,11,04,16,30,00,0.30832
2017,11,04,17,00,00,0.27338
2017,11,04,17,30,00,0.24781
2017,11,04,18,00,00,0.20514
2017,11,04,18,30,00,0.17086
2017,11,04,19,00,00,0.28757
2017,11,04,19,30,00,0.27068
2017,11,04,20,00,00,0.29928
2017,11,04,20,30,00,0.33769
2017,11,04,21,00,00,0.36761
2017,11,04,21,30,00,0.37676
2017,11,04,22,00,00,0.35977
2017,11,04,22,30,00,0.41037
2017,11,04,23,00,00,0.46881
2017,11,04,23,30,00,0.38796
2017,11,05,00,00,00,0.44438
2017,11,05,00,30,00,0.51145
2017,11,05,01,00,00,0.42613
2017,11,05,01,30,00,0.35579
2017,11,05,02,00,00,0.42345
2017,11,05,02,30,00,0.35975
2017,11,05,03,00,00,0.39537
2017,11,05,03,30,00,0.29289
2017,11,05,04,00,00,0.34313
2017,11,05,04,30,00,0.21893
2017,11,05,05,00,00,0.30048
2017,11,05,05,30,00,0.38462
2017,11,05,06,00,00,0.38231
2017,11,05,06,30,00,0.36354
2017,11,05,07,00,00,0.32552
2017,11,05,07,30,00,0.40084
2017,11,05,08,00,00,0.44631
2017,11,05,08,30,00,0.54339
2017,11,05,09,00,00,0.51723
2017,11,05,09,30,00,0.67132
2017,11,05,10,00,00,0.46915
2017,11,05,10,30,00,0.4452
2017,11,05,11,00,00,0.45045
2017,11,05,11,30,00,0.41514
2017,11,05,12,00,00,0.44004
2017,11,05,12,30,00,0.50852
2017,11,05,13,00,00,0.54853
2017,11,05,13,30,00,0.50379
2017,11,05,14,00,00,0.32747
2017,11,05,14,30,00,0.28389
2017,11,05,15,00,00,0.37858
2017,11,05,15,30,00,0.36616
2017,11,05,16,00,00,0.38333
2017,11,05,16,30,00,0.34397
2017,11,05,17,00,00,0.48654
2017,11,05,17,30,00,0.39905
2017,11,05,18,00,00,0.47142
2017,11,05,18,30,00,0.52054
2017,11,05,19,00,00,0.51084
2017,11,05,19,30,00,0.42428
2017,11,05,20,00,00,0.44814
2017,11,05,20,30,00,0.56157
2017,11,05,21,00,00,0.59012
2017,11,05,21,30,00,0.48404
2017,11,05,22,00,00,0.49574
2017,11,05,22,30,00,0.48423
2017,11,05,23,00,00,0.58082
2017,11,05,23,30,00,0.64861
2017,11,06,00,00,00,0.72125
2017,11,06,00,30,00,0.69186
2017,11,06,01,00,00,0.63003
2017,11,06,01,30,00,0.6894
2017,11,06,02,00,00,0.69607
2017,11,06,02,30,00,0.59044
2017,11,06,03,00,00,0.57438
2017,11,06,03,30,00,0.56897
2017,11,06,04,00,00,0.66438
2017,11,06,04,30,00,0.78989
2017,11,06,05,00,00,0.68539
2017,11,06,05,30,00,0.56951
2017,11,06,06,00,00,0.60717
2017,11,06,06,30,00,0.67964
2017,11,06,07,00,00,0.73391
2017,11,06,07,30,00,0.67725
2017,11,06,08,00,00,0.75894
2017,11,06,08,30,00,0.66653
2017,11,06,09,00,00,0.69062
2017,11,06,09,30,00,0.60689
2017,11,06,10,00,00,0.64323
2017,11,06,10,30,00,0.59843
2017,11,06,11,00,00,0.74025
2017,11,06,11,30,00,0.56612
2017,11,06,12,00,00,0.72902
2017,11,06,12,30,00,0.73976
2017,11,06,13,00,00,0.68552
2017,11,06,13,30,00,0.88089
2017,11,06,14,00,00,0.82228
2017,11,06,14,30,00,0.85674
2017,11,06,15,00,00,0.92091
2017,11,06,15,30,00,0.78892
2017,11,06,16,00,00,0.74339
2017,11,06,16,30,00,0.68173
2017,11,06,17,00,00,0.77093
2017,11,06,17,30,00,0.7145
2017,11,06,18,00,00,0.76883
2017,11,06,18,30,00,0.821
2017,11,06,19,00,00,0.80291
2017,11,06,19,30,00,0.67425
2017,11,06,20,00,00,0.63958
2017,11,06,20,30,00,0.8027
2017,11,06,21,00,00,0.72422
2017,11,06,21,30,00,0.53812
2017,11,06,22,00,00,0.5073
2017,11,06,22,30,00,0.58518
2017,11,06,23,00,00,0.60029
2017,11,06,23,30,00,0.65079
2017,11,07,00,00,00,0.4967
2017,11,07,00,30,00,0.4076
2017,11,07,01,00,00,0.45485
2017,11,07,01,30,00,0.51607
2017,11,07,02,00,00,0.57687
2017,11,07,02,30,00,0.61184
2017,11,07,03,00,00,0.7102
2017,11,07,03,30,00,0.82577
2017,11,07,04,00,00,0.71334
2017,11,07,04,30,00,0.60474
2017,11,07,05,00,00,0.62155
2017,11,07,05,30,00,0.73031
2017,11,07,06,00,00,0.68661
2017,11,07,06,30,00,0.69815
2017,11,07,07,00,00,0.79343
2017,11,07,07,30,00,0.69332
2017,11,07,08,00,00,0.67534
2017,11,07,08,30,00,0.6319
2017,11,07,09,00,00,0.65338
2017,11,07,09,30,00,0.72993
2017,11,07,10,00,00,0.73595
2017,11,07,10,30,00,0.71805
2017,11,07,11,00,00,0.71959
2017,11,07,11,30,00,0.71751
2017,11,07,12,00,00,0.79851
2017,11,07,12,30,00,0.67507
2017,11,07,13,00,00,0.54023
2017,11,07,13,30,00,0.55547
2017,11,07,14,00,00,0.53347
2017,11,07,14,30,00,0.5685
2017,11,07,15,00,00,0.43432
2017,11,07,15,30,00,0.23805
2017,11,07,16,00,00,0.12085
2017,11,07,16,30,00,0.31082
2017,11,07,17,00,00,0.34102
2017,11,07,17,30,00,0.26031
2017,11,07,18,00,00,0.25359
2017,11,07,18,30,00,0.36268
2017,11,07,19,00,00,0.45594
2017,11,07,19,30,00,0.5224
2017,11,07,20,00,00,0.45389
2017,11,07,20,30,00,0.48661
2017,11,07,21,00,00,0.43437
2017,11,07,21,30,00,0.37545
2017,11,07,22,00,00,0.34689
2017,11,07,22,30,00,0.42269
2017,11,07,23,00,00,0.31361
2017,11,07,23,30,00,0.39903
2017,11,08,00,00,00,0.36639
2017,11,08,00,30,00,0.44611
2017,11,08,01,00,00,0.60172
2017,11,08,01,30,00,0.59552
2017,11,08,02,00,00,0.68382
2017,11,08,02,30,00,0.62982
2017,11,08,03,00,00,0.66097
2017,11,08,03,30,00,0.61374
2017,11,08,04,00,00,0.66638
2017,11,08,04,30,00,0.63811
2017,11,08,05,00,00,0.73324
2017,11,08,05,30,00,0.58359
2017,11,08,06,00,00,0.68074
2017,11,08,06,30,00,0.56673
2017,11,08,07,00,00,0.62499
2017,11,08,07,30,00,0.54635
2017,11,08,08,00,00,0.54664
2017,11,08,08,30,00,0.35735
2017,11,08,09,00,00,0.49887
2017,11,08,09,30,00,0.64754
2017,11,08,10,00,00,0.59333
2017,11,08,10,30,00,0.66655
2017,11,08,11,00,00,0.62486
2017,11,08,11,30,00,0.62297
2017,11,08,12,00,00,0.59719
2017,11,08,12,30,00,0.73285
2017,11,08,13,00,00,0.67094
2017,11,08,13,30,00,0.75129
2017,11,08,14,00,00,0.74366
2017,11,08,14,30,00,0.49358
2017,11,08,15,00,00,0.68264
2017,11,08,15,30,00,0.51724
2017,11,08,16,00,00,0.53969
2017,11,08,16,30,00,0.51399
2017,11,08,17,00,00,0.51762
2017,11,08,17,30,00,0.62322
2017,11,08,18,00,00,0.59048
2017,11,08,18,30,00,0.61361
2017,11,08,19,00,00,0.62314
2017,11,08,19,30,00,0.53735
2017,11,08,20,00,00,0.69349
2017,11,08,20,30,00,0.67542
2017,11,08,21,00,00,0.69994
2017,11,08,21,30,00,0.715
2017,11,08,22,00,00,0.72474
2017,11,08,22,30,00,0.72616
2017,11,08,23,00,00,0.86388
2017,11,08,23,30,00,0.79572
2017,11,09,00,00,00,0.53804
2017,11,09,00,30,00,0.65251
2017,11,09,01,00,00,0.71477
2017,11,09,01,30,00,0.7886
2017,11,09,02,00,00,0.73455
2017,11,09,02,30,00,0.68054
2017,11,09,03,00,00,0.75735
2017,11,09,03,30,00,0.82427
2017,11,09,04,00,00,0.56409
2017,11,09,04,30,00,0.65081
2017,11,09,05,00,00,0.57483
2017,11,09,05,30,00,0.49604
2017,11,09,06,00,00,0.39285
2017,11,09,06,30,00,0.51874
2017,11,09,07,00,00,0.62657
2017,11,09,07,30,00,0.70437
2017,11,09,08,00,00,0.6097
2017,11,09,08,30,00,0.63531
2017,11,09,09,00,00,0.71096
2017,11,09,09,30,00,0.68988
2017,11,09,10,00,00,0.80927
2017,11,09,10,30,00,0.87392
2017,11,09,11,00,00,0.92565
2017,11,09,11,30,00,0.84486
2017,11,09,12,00,00,0.75422
2017,11,09,12,30,00,0.79921
2017,11,09,13,00,00,0.84252
2017,11,09,13,30,00,0.8062
2017,11,09,14,00,00,0.95525
2017,11,09,14,30,00,0.81097
2017,11,09,15,00,00,0.94307
2017,11,09,15,30,00,0.84418
2017,11,09,16,00,00,0.87062
2017,11,09,16,30,00,0.74096
2017,11,09,17,00,00,0.7603
2017,11,09,17,30,00,0.808
2017,11,09,18,00,00,0.86308
2017,11,09,18,30,00,1.09663
2017,11,09,19,00,00,1.04402
2017,11,09,19,30,00,0.94046
2017,11,09,20,00,00,0.91586
2017,11,09,20,30,00,1.01063
2017,11,09,21,00,00,1.06231
2017,11,09,21,30,00,0.90392
2017,11,09,22,00,00,0.89179
2017,11,09,22,30,00,0.88432
2017,11,09,23,00,00,0.98664
2017,11,09,23,30,00,0.82371
2017,11,10,00,00,00,0.88805
2017,11,10,00,30,00,0.88815
2017,11,10,01,00,00,0.7548
2017,11,10,01,30,00,0.67303
2017,11,10,02,00,00,0.69665
2017,11,10,02,30,00,0.63729
2017,11,10,03,00,00,0.51389
2017,11,10,03,30,00,0.62165
2017,11,10,04,00,00,0.67837
2017,11,10,04,30,00,0.65713
2017,11,10,05,00,00,0.66735
2017,11,10,05,30,00,0.6792
2017,11,10,06,00,00,0.60115
2017,11,10,06,30,00,0.63287
2017,11,10,07,00,00,0.60617
2017,11,10,07,30,00,0.52286
2017,11,10,08,00,00,0.70868
2017,11,10,08,30,00,0.81911
2017,11,10,09,00,00,0.82157
2017,11,10,09,30,00,0.6669
2017,11,10,10,00,00,0.5033
2017,11,10,10,30,00,0.63922
2017,11,10,11,00,00,0.5085
2017,11,10,11,30,00,0.4851
2017,11,10,12,00,00,0.52493
2017,11,10,12,30,00,0.4941
2017,11,10,13,00,00,0.55893
2017,11,10,13,30,00,0.47893
2017,11,10,14,00,00,0.47223
2017,11,10,14,30,00,0.39451
2017,11,10,15,00,00,0.52694
2017,11,10,15,30,00,0.52566
2017,11,10,16,00,00,0.44941
2017,11,10,16,30,00,0.23332
2017,11,10,17,00,00,0.22522
2017,11,10,17,30,00,0.20361
2017,11,10,18,00,00,0.20543
2017,11,10,18,30,00,0.25996
2017,11,10,19,00,00,0.30807
2017,11,10,19,30,00,0.29175
2017,11,10,20,00,00,0.34773
2017,11,10,20,30,00,0.29564
2017,11,10,21,00,00,0.29373
2017,11,10,21,30,00,0.26188
2017,11,10,22,00,00,0.29447
2017,11,10,22,30,00,0.27329
2017,11,10,23,00,00,0.30882
2017,11,10,23,30,00,0.31929
2017,11,11,00,00,00,0.4029
2017,11,11,00,30,00,0.35079
2017,11,11,01,00,00,0.29491
2017,11,11,01,30,00,0.33715
2017,11,11,02,00,00,0.50052
2017,11,11,02,30,00,0.36045
2017,11,11,03,00,00,0.43787
2017,11,11,03,30,00,0.42039
2017,11,11,04,00,00,0.36109
2017,11,11,04,30,00,0.42973
2017,11,11,05,00,00,0.43872
2017,11,11,05,30,00,0.46571
2017,11,11,06,00,00,0.66145
2017,11,11,06,30,00,0.56495
2017,11,11,07,00,00,0.36694
2017,11,11,07,30,00,0.36988
2017,11,11,08,00,00,0.61173
2017,11,11,08,30,00,0.60881
2017,11,11,09,00,00,0.34047
2017,11,11,09,30,00,0.39564
2017,11,11,10,00,00,0.45856
2017,11,11,10,30,00,0.49537
2017,11,11,11,00,00,0.50821
2017,11,11,11,30,00,0.57426
2017,11,11,12,00,00,0.63496
2017,11,11,12,30,00,0.65712
2017,11,11,13,00,00,0.6492
2017,11,11,13,30,00,0.75819
2017,11,11,14,00,00,0.68502
2017,11,11,14,30,00,0.74835
2017,11,11,15,00,00,0.66825
2017,11,11,15,30,00,0.67032
2017,11,11,16,00,00,0.74577
2017,11,11,16,30,00,0.73989
2017,11,11,17,00,00,0.71336
2017,11,11,17,30,00,0.73948
2017,11,11,18,00,00,0.70376
2017,11,11,18,30,00,0.69519
2017,11,11,19,00,00,0.64788
2017,11,11,19,30,00,0.53728
2017,11,11,20,00,00,0.48603
2017,11,11,20,30,00,0.60061
2017,11,11,21,00,00,0.5425
2017,11,11,21,30,00,0.49302
2017,11,11,22,00,00,0.53971
2017,11,11,22,30,00,NaN
2017,11,11,23,00,00,0.63338
2017,11,11,23,30,00,0.58667
2017,11,12,00,00,00,0.63069
2017,11,12,00,30,00,0.68338
2017,11,12,01,00,00,0.63707
2017,11,12,01,30,00,0.62018
2017,11,12,02,00,00,0.66549
2017,11,12,02,30,00,0.75619
2017,11,12,03,00,00,0.60376
2017,11,12,03,30,00,0.41413
2017,11,12,04,00,00,0.54976
2017,11,12,04,30,00,0.46194
2017,11,12,05,00,00,0.42673
2017,11,12,05,30,00,0.45154
2017,11,12,06,00,00,0.47696
2017,11,12,06,30,00,0.49088
2017,11,12,07,00,00,0.40768
2017,11,12,07,30,00,0.36273
2017,11,12,08,00,00,0.43073
2017,11,12,08,30,00,0.39804
2017,11,12,09,00,00,0.56118
2017,11,12,09,30,00,0.52164
2017,11,12,10,00,00,0.4872
2017,11,12,10,30,00,0.48247
2017,11,12,11,00,00,0.42465
2017,11,12,11,30,00,0.38776
2017,11,12,12,00,00,0.39986
2017,11,12,12,30,00,0.42516
2017,11,12,13,00,00,0.34188
2017,11,12,13,30,00,0.15586
2017,11,12,14,00,00,0.23632
2017,11,12,14,30,00,0.1406
2017,11,12,15,00,00,0.16195
2017,11,12,15,30,00,0.22134
2017,11,12,16,00,00,0.14797
2017,11,12,16,30,00,0.15507
2017,11,12,17,00,00,0.15202
2017,11,12,17,30,00,0.18246
2017,11,12,18,00,00,0.19699
2017,11,12,18,30,00,0.27225
2017,11,12,19,00,00,0.28197
2017,11,12,19,30,00,0.32367
2017,11,12,20,00,00,0.29649
2017,11,12,20,30,00,0.37439
2017,11,12,21,00,00,0.29338
2017,11,12,21,30,00,0.33715
2017,11,12,22,00,00,0.34453
2017,11,12,22,30,00,0.3275
2017,11,12,23,00,00,0.33896
2017,11,12,23,30,00,0.29415
2017,11,13,00,00,00,0.31513
2017,11,13,00,30,00,0.36462
2017,11,13,01,00,00,0.36761
2017,11,13,01,30,00,0.43447
2017,11,13,02,00,00,0.43536
2017,11,13,02,30,00,0.41196
2017,11,13,03,00,00,0.42807
2017,11,13,03,30,00,0.43232
2017,11,13,04,00,00,0.51067
2017,11,13,04,30,00,0.36425
2017,11,13,05,00,00,0.41908
2017,11,13,05,30,00,0.38811
2017,11,13,06,00,00,0.34204
2017,11,13,06,30,00,0.4204
2017,11,13,07,00,00,0.37848
2017,11,13,07,30,00,0.41328
2017,11,13,08,00,00,0.40333
2017,11,13,08,30,00,0.39383
2017,11,13,09,00,00,0.53589
2017,11,13,09,30,00,0.5014
2017,11,13,10,00,00,0.48565
2017,11,13,10,30,00,0.4482
2017,11,13,11,00,00,0.46815
2017,11,13,11,30,00,0.57263
2017,11,13,12,00,00,0.42928
2017,11,13,12,30,00,0.44839
2017,11,13,13,00,00,0.44958
2017,11,13,13,30,00,0.46808
2017,11,13,14,00,00,0.44857
2017,11,13,14,30,00,0.48921
2017,11,13,15,00,00,0.55226
2017,11,13,15,30,00,0.47274
2017,11,13,16,00,00,0.49492
2017,11,13,16,30,00,0.48707
2017,11,13,17,00,00,0.37466
2017,11,13,17,30,00,0.42168
2017,11,13,18,00,00,0.57792
2017,11,13,18,30,00,0.45463
2017,11,13,19,00,00,0.45091
2017,11,13,19,30,00,0.35152
2017,11,13,20,00,00,0.28376
2017,11,13,20,30,00,0.31401
2017,11,13,21,00,00,0.28276
2017,11,13,21,30,00,0.32843
2017,11,13,22,00,00,0.36727
2017,11,13,22,30,00,0.3498
2017,11,13,23,00,00,0.2397
2017,11,13,23,30,00,0.23414
2017,11,14,00,00,00,0.38706
2017,11,14,00,30,00,0.3995
2017,11,14,01,00,00,0.43041
2017,11,14,01,30,00,0.39425
2017,11,14,02,00,00,0.32006
2017,11,14,02,30,00,0.36516
2017,11,14,03,00,00,0.30687
2017,11,14,03,30,00,0.29235
2017,11,14,04,00,00,0.30458
2017,11,14,04,30,00,0.28837
2017,11,14,05,00,00,0.43012
2017,11,14,05,30,00,0.34194
2017,11,14,06,00,00,0.31617
2017,11,14,06,30,00,0.3321
2017,11,14,07,00,00,0.49151
2017,11,14,07,30,00,0.51413
2017,11,14,08,00,00,0.49916
2017,11,14,08,30,00,0.42238
2017,11,14,09,00,00,0.48957
2017,11,14,09,30,00,0.37099
2017,11,14,10,00,00,0.44576
2017,11,14,10,30,00,0.51841
2017,11,14,11,00,00,0.47059
2017,11,14,11,30,00,0.4391
2017,11,14,12,00,00,0.71212
2017,11,14,12,30,00,0.62075
2017,11,14,13,00,00,0.55622
2017,11,14,13,30,00,0.58058
2017,11,14,14,00,00,0.55136
2017,11,14,14,30,00,0.48107
2017,11,14,15,00,00,0.53942
2017,11,14,15,30,00,0.44887
2017,11,14,16,00,00,0.51975
2017,11,14,16,30,00,0.5509
2017,11,14,17,00,00,0.57407
2017,11,14,17,30,00,0.5377
2017,11,14,18,00,00,0.44451
2017,11,14,18,30,00,0.44985
2017,11,14,19,00,00,0.41801
2017,11,14,19,30,00,0.3696
2017,11,14,20,00,00,0.51918
2017,11,14,20,30,00,0.45151
2017,11,14,21,00,00,0.35646
2017,11,14,21,30,00,0.27423
2017,11,14,22,00,00,0.24364
2017,11,14,22,30,00,0.24159
2017,11,14,23,00,00,0.3946
2017,11,14,23,30,00,0.32806
2017,11,15,00,00,00,0.15786
2017,11,15,00,30,00,NaN
2017,11,15,01,00,00,NaN
2017,11,15,01,30,00,0.23398
2017,11,15,02,00,00,NaN
2017,11,15,02,30,00,NaN
2017,11,15,03,00,00,0.38326
2017,11,15,03,30,00,NaN
2017,11,15,04,00,00,NaN
2017,11,15,04,30,00,NaN
2017,11,15,05,00,00,NaN
2017,11,15,05,30,00,0.17025
2017,11,15,06,00,00,NaN
2017,11,15,06,30,00,NaN
2017,11,15,07,00,00,0.29877
2017,11,15,07,30,00,0.14387
2017,11,15,08,00,00,0.14233
2017,11,15,08,30,00,0.20734
2017,11,15,09,00,00,0.36946
2017,11,15,09,30,00,0.2418
2017,11,15,10,00,00,0.14773
2017,11,15,10,30,00,0.25495
2017,11,15,11,00,00,0.27355
2017,11,15,11,30,00,0.34694
2017,11,15,12,00,00,0.2665
2017,11,15,12,30,00,0.32175
2017,11,15,13,00,00,0.32658
2017,11,15,13,30,00,0.30872
2017,11,15,14,00,00,0.37228
2017,11,15,14,30,00,0.4243
2017,11,15,15,00,00,0.39641
2017,11,15,15,30,00,0.21324
2017,11,15,16,00,00,0.20944
2017,11,15,16,30,00,0.16534
2017,11,15,17,00,00,0.11783
2017,11,15,17,30,00,0.18544
2017,11,15,18,00,00,0.18504
2017,11,15,18,30,00,0.16497
2017,11,15,19,00,00,0.20548
2017,11,15,19,30,00,0.14763
2017,11,15,20,00,00,0.13668
2017,11,15,20,30,00,0.11409
2017,11,15,21,00,00,0.08536
2017,11,15,21,30,00,0.06292
2017,11,15,22,00,00,NaN
2017,11,15,22,30,00,0.11047
2017,11,15,23,00,00,0.06555
2017,11,15,23,30,00,0.19368
2017,11,16,00,00,00,0.27621
2017,11,16,00,30,00,0.35808
2017,11,16,01,00,00,0.40702
2017,11,16,01,30,00,0.44129
2017,11,16,02,00,00,0.49503
2017,11,16,02,30,00,0.49238
2017,11,16,03,00,00,0.62062
2017,11,16,03,30,00,0.60757
2017,11,16,04,00,00,0.56368
2017,11,16,04,30,00,0.60882
2017,11,16,05,00,00,0.56863
2017,11,16,05,30,00,0.41217
2017,11,16,06,00,00,0.38672
2017,11,16,06,30,00,0.42695
2017,11,16,07,00,00,0.42403
2017,11,16,07,30,00,0.40183
2017,11,16,08,00,00,0.40483
2017,11,16,08,30,00,0.43394
2017,11,16,09,00,00,0.62989
2017,11,16,09,30,00,0.68575
2017,11,16,10,00,00,0.55878
2017,11,16,10,30,00,0.57991
2017,11,16,11,00,00,0.72219
2017,11,16,11,30,00,0.66109
2017,11,16,12,00,00,0.54742
2017,11,16,12,30,00,0.54139
2017,11,16,13,00,00,0.55525
2017,11,16,13,30,00,0.55734
2017,11,16,14,00,00,0.51053
2017,11,16,14,30,00,0.58176
2017,11,16,15,00,00,0.58529
2017,11,16,15,30,00,0.49456
2017,11,16,16,00,00,0.41462
2017,11,16,16,30,00,0.31546
2017,11,16,17,00,00,0.35968
2017,11,16,17,30,00,0.47226
2017,11,16,18,00,00,0.48542
2017,11,16,18,30,00,0.5611
2017,11,16,19,00,00,0.74686
2017,11,16,19,30,00,0.69418
2017,11,16,20,00,00,0.55651
2017,11,16,20,30,00,0.44621
2017,11,16,21,00,00,0.21377
2017,11,16,21,30,00,0.23638
2017,11,16,22,00,00,0.33353
2017,11,16,22,30,00,0.38624
2017,11,16,23,00,00,0.30617
2017,11,16,23,30,00,0.50064
2017,11,17,00,00,00,0.43092
2017,11,17,00,30,00,0.30225
2017,11,17,01,00,00,0.29612
2017,11,17,01,30,00,0.39613
2017,11,17,02,00,00,0.35014
2017,11,17,02,30,00,0.42733
2017,11,17,03,00,00,0.48023
2017,11,17,03,30,00,0.38378
2017,11,17,04,00,00,0.35503
2017,11,17,04,30,00,0.45122
2017,11,17,05,00,00,0.49646
2017,11,17,05,30,00,0.56388
2017,11,17,06,00,00,0.53946
2017,11,17,06,30,00,0.58328
2017,11,17,07,00,00,0.48239
2017,11,17,07,30,00,0.68099
2017,11,17,08,00,00,0.55229
2017,11,17,08,30,00,0.50941
2017,11,17,09,00,00,0.49392
2017,11,17,09,30,00,0.66879
2017,11,17,10,00,00,0.84012
2017,11,17,10,30,00,1.00761
2017,11,17,11,00,00,0.83313
2017,11,17,11,30,00,0.89855
2017,11,17,12,00,00,0.9614
2017,11,17,12,30,00,1.12056
2017,11,17,13,00,00,1.20149
2017,11,17,13,30,00,1.30571
2017,11,17,14,00,00,1.09007
2017,11,17,14,30,00,1.23524
2017,11,17,15,00,00,1.19343
2017,11,17,15,30,00,0.85817
2017,11,17,16,00,00,0.82141
2017,11,17,16,30,00,0.89608
2017,11,17,17,00,00,0.97776
2017,11,17,17,30,00,1.07921
2017,11,17,18,00,00,1.15417
2017,11,17,18,30,00,1.0542
2017,11,17,19,00,00,0.98198
2017,11,17,19,30,00,0.87915
2017,11,17,20,00,00,0.80913
2017,11,17,20,30,00,0.83798
2017,11,17,21,00,00,0.78073
2017,11,17,21,30,00,0.8188
2017,11,17,22,00,00,0.64939
2017,11,17,22,30,00,0.69228
2017,11,17,23,00,00,0.69551
2017,11,17,23,30,00,0.75976
2017,11,18,00,00,00,0.78962
2017,11,18,00,30,00,0.77835
2017,11,18,01,00,00,0.62282
2017,11,18,01,30,00,0.70885
2017,11,18,02,00,00,0.68578
2017,11,18,02,30,00,0.60519
2017,11,18,03,00,00,0.58042
2017,11,18,03,30,00,0.41042
2017,11,18,04,00,00,0.53234
2017,11,18,04,30,00,0.47883
2017,11,18,05,00,00,0.4755
2017,11,18,05,30,00,0.51743
2017,11,18,06,00,00,0.56602
2017,11,18,06,30,00,0.74483
2017,11,18,07,00,00,0.55957
2017,11,18,07,30,00,0.5438
2017,11,18,08,00,00,0.55065
2017,11,18,08,30,00,0.42021
2017,11,18,09,00,00,0.38113
2017,11,18,09,30,00,0.36211
2017,11,18,10,00,00,0.32863
2017,11,18,10,30,00,0.27791
2017,11,18,11,00,00,0.33279
2017,11,18,11,30,00,0.35555
2017,11,18,12,00,00,0.33146
2017,11,18,12,30,00,0.39098
2017,11,18,13,00,00,0.28915
2017,11,18,13,30,00,0.38221
2017,11,18,14,00,00,0.34542
2017,11,18,14,30,00,0.34575
2017,11,18,15,00,00,0.28656
2017,11,18,15,30,00,0.38553
2017,11,18,16,00,00,0.27998
2017,11,18,16,30,00,0.38707
2017,11,18,17,00,00,0.31675
2017,11,18,17,30,00,0.29472
2017,11,18,18,00,00,0.33785
2017,11,18,18,30,00,0.36005
2017,11,18,19,00,00,0.34725
2017,11,18,19,30,00,0.42178
2017,11,18,20,00,00,0.39279
2017,11,18,20,30,00,0.49916
2017,11,18,21,00,00,0.38649
2017,11,18,21,30,00,0.49289
2017,11,18,22,00,00,0.57858
2017,11,18,22,30,00,0.56825
2017,11,18,23,00,00,0.52177
2017,11,18,23,30,00,0.56654
2017,11,19,00,00,00,0.5942
2017,11,19,00,30,00,0.58624
2017,11,19,01,00,00,0.58008
2017,11,19,01,30,00,0.53657
2017,11,19,02,00,00,0.55129
2017,11,19,02,30,00,0.63511
2017,11,19,03,00,00,0.45076
2017,11,19,03,30,00,0.46557
2017,11,19,04,00,00,0.36022
2017,11,19,04,30,00,0.38604
2017,11,19,05,00,00,0.33276
2017,11,19,05,30,00,0.3417
2017,11,19,06,00,00,0.32011
2017,11,19,06,30,00,0.37538
2017,11,19,07,00,00,0.33487
2017,11,19,07,30,00,0.45744
2017,11,19,08,00,00,0.31778
2017,11,19,08,30,00,0.3472
2017,11,19,09,00,00,0.40549
2017,11,19,09,30,00,0.53152
2017,11,19,10,00,00,0.46328
2017,11,19,10,30,00,0.41944
2017,11,19,11,00,00,0.51636
2017,11,19,11,30,00,0.51481
2017,11,19,12,00,00,0.49098
2017,11,19,12,30,00,0.62483
2017,11,19,13,00,00,0.57664
2017,11,19,13,30,00,0.57475
2017,11,19,14,00,00,0.50513
2017,11,19,14,30,00,0.41972
2017,11,19,15,00,00,0.44545
2017,11,19,15,30,00,0.5344
2017,11,19,16,00,00,0.42326
2017,11,19,16,30,00,0.5461
2017,11,19,17,00,00,0.50887
2017,11,19,17,30,00,0.42943
2017,11,19,18,00,00,0.4967
2017,11,19,18,30,00,0.50915
2017,11,19,19,00,00,0.49074
2017,11,19,19,30,00,0.38183
2017,11,19,20,00,00,0.3799
2017,11,19,20,30,00,0.35558
2017,11,19,21,00,00,0.38502
2017,11,19,21,30,00,0.44223
2017,11,19,22,00,00,0.4783
2017,11,19,22,30,00,0.47801
2017,11,19,23,00,00,0.46919
2017,11,19,23,30,00,0.36525
2017,11,20,00,00,00,0.40277
2017,11,20,00,30,00,0.36549
2017,11,20,01,00,00,0.3438
2017,11,20,01,30,00,0.51055
2017,11,20,02,00,00,0.28454
2017,11,20,02,30,00,0.33214
2017,11,20,03,00,00,0.33669
2017,11,20,03,30,00,0.44944
2017,11,20,04,00,00,0.5317
2017,11,20,04,30,00,0.42777
2017,11,20,05,00,00,0.38795
2017,11,20,05,30,00,0.39984
2017,11,20,06,00,00,0.38622
2017,11,20,06,30,00,0.43092
2017,11,20,07,00,00,0.45583
2017,11,20,07,30,00,0.39574
2017,11,20,08,00,00,0.28725
2017,11,20,08,30,00,0.33464
2017,11,20,09,00,00,0.26456
2017,11,20,09,30,00,0.36821
2017,11,20,10,00,00,0.33211
2017,11,20,10,30,00,0.29406
2017,11,20,11,00,00,0.25384
2017,11,20,11,30,00,0.2352
2017,11,20,12,00,00,0.37954
2017,11,20,12,30,00,0.30628
2017,11,20,13,00,00,0.28824
2017,11,20,13,30,00,0.32476
2017,11,20,14,00,00,0.19497
2017,11,20,14,30,00,0.2255
2017,11,20,15,00,00,0.18842
2017,11,20,15,30,00,0.26686
2017,11,20,16,00,00,0.2961
2017,11,20,16,30,00,0.28966
2017,11,20,17,00,00,0.32596
2017,11,20,17,30,00,0.31658
2017,11,20,18,00,00,0.23567
2017,11,20,18,30,00,0.21573
2017,11,20,19,00,00,0.1745
