Year,Month,Day,Hour,Minute,Second,VAR_EDDY.u_star
2014,01,02,04,00,00,0.7153
2014,01,02,04,30,00,0.8151
2014,01,02,05,00,00,0.8719
2014,01,02,05,30,00,0.8291
2014,01,02,06,00,00,0.6687
2014,01,02,06,30,00,0.6392
2014,01,02,07,00,00,0.7251
2014,01,02,07,30,00,0.8284
2014,01,02,08,00,00,0.817
2014,01,02,08,30,00,0.6874
2014,01,02,09,00,00,0.755
2014,01,02,09,30,00,0.7762
2014,01,02,10,00,00,0.7825
2014,01,02,10,30,00,1.0347
2014,01,02,11,00,00,1.0481
2014,01,02,11,30,00,1.1015
2014,01,02,12,00,00,1.0618
2014,01,02,12,30,00,0.9222
2014,01,02,13,00,00,0.6947
2014,01,02,13,30,00,0.7779
2014,01,02,14,00,00,0.7052
2014,01,02,14,30,00,0.7312
2014,01,02,15,00,00,0.7583
2014,01,02,15,30,00,0.8285
2014,01,02,16,00,00,0.9836
2014,01,02,16,30,00,1.0103
2014,01,02,17,00,00,0.9357
2014,01,02,17,30,00,0.9081
2014,01,02,18,00,00,0.8397
2014,01,02,18,30,00,0.7476
2014,01,02,19,00,00,0.7523
2014,01,02,19,30,00,0.9908
2014,01,02,20,00,00,0.9612
2014,01,02,20,30,00,0.8595
2014,01,02,21,00,00,0.8577
2014,01,02,21,30,00,0.74
2014,01,02,22,00,00,0.5098
2014,01,02,22,30,00,0.4469
2014,01,02,23,00,00,0.584
2014,01,02,23,30,00,0.7773
2014,01,03,00,00,00,0.6373
2014,01,03,00,30,00,0.6776
2014,01,03,01,00,00,0.7309
2014,01,03,01,30,00,0.8281
2014,01,03,02,00,00,0.9843
2014,01,03,02,30,00,0.943
2014,01,03,03,00,00,0.9468
2014,01,03,03,30,00,0.8679
2014,01,03,04,00,00,0.7888
2014,01,03,04,30,00,0.7294
2014,01,03,05,00,00,0.8161
2014,01,03,05,30,00,0.7416
2014,01,03,06,00,00,0.8299
2014,01,03,06,30,00,0.8707
2014,01,03,07,00,00,0.9072
2014,01,03,07,30,00,0.9428
2014,01,03,08,00,00,0.9657
2014,01,03,08,30,00,0.8469
2014,01,03,09,00,00,0.8861
2014,01,03,09,30,00,0.869
2014,01,03,10,00,00,0.74
2014,01,03,10,30,00,0.7753
2014,01,03,11,00,00,0.8654
2014,01,03,11,30,00,0.7627
2014,01,03,12,00,00,0.7925
2014,01,03,12,30,00,0.7075
2014,01,03,13,00,00,0.6673
2014,01,03,13,30,00,0.7425
2014,01,03,14,00,00,0.7251
2014,01,03,14,30,00,0.7329
2014,01,03,15,00,00,0.7339
2014,01,03,15,30,00,0.7688
2014,01,03,16,00,00,0.8139
2014,01,03,16,30,00,0.671
2014,01,03,17,00,00,0.7176
2014,01,03,17,30,00,0.8074
2014,01,03,18,00,00,0.73
2014,01,03,18,30,00,0.7582
2014,01,03,19,00,00,0.754
2014,01,03,19,30,00,0.8587
2014,01,03,20,00,00,0.8045
2014,01,03,20,30,00,0.8105
2014,01,03,21,00,00,0.7786
2014,01,03,21,30,00,0.863
2014,01,03,22,00,00,0.7228
2014,01,03,22,30,00,0.7661
2014,01,03,23,00,00,0.7833
2014,01,03,23,30,00,0.7529
2014,01,04,00,00,00,0.6776
2014,01,04,00,30,00,0.6995
2014,01,04,01,00,00,0.6654
2014,01,04,01,30,00,0.6639
2014,01,04,02,00,00,0.6072
2014,01,04,02,30,00,0.7546
2014,01,04,03,00,00,0.6129
2014,01,04,03,30,00,0.745
2014,01,04,04,00,00,0.6354
2014,01,04,04,30,00,0.6051
2014,01,04,05,00,00,0.6137
2014,01,04,05,30,00,0.5551
2014,01,04,06,00,00,0.4718
2014,01,04,06,30,00,0.6974
2014,01,04,07,00,00,0.6816
2014,01,04,07,30,00,0.6284
2014,01,04,08,00,00,0.653
2014,01,04,08,30,00,0.6721
2014,01,04,09,00,00,0.6049
2014,01,04,09,30,00,0.6697
2014,01,04,10,00,00,0.6893
2014,01,04,10,30,00,0.6716
2014,01,04,11,00,00,0.7447
2014,01,04,11,30,00,0.6795
2014,01,04,12,00,00,0.515
2014,01,04,12,30,00,0.514
2014,01,04,13,00,00,0.5079
2014,01,04,13,30,00,0.4061
2014,01,04,14,00,00,0.4806
2014,01,04,14,30,00,0.5378
2014,01,04,15,00,00,0.5592
2014,01,04,15,30,00,0.662
2014,01,04,16,00,00,0.4079
2014,01,04,16,30,00,0.5189
2014,01,04,17,00,00,0.6613
2014,01,04,17,30,00,0.7119
2014,01,04,18,00,00,0.6039
2014,01,04,18,30,00,0.5448
2014,01,04,19,00,00,0.5792
2014,01,04,19,30,00,0.504
2014,01,04,20,00,00,0.6118
2014,01,04,20,30,00,0.5337
2014,01,04,21,00,00,0.463
2014,01,04,21,30,00,0.3902
2014,01,04,22,00,00,0.2924
2014,01,04,22,30,00,0.5138
2014,01,04,23,00,00,0.6554
2014,01,04,23,30,00,0.5723
2014,01,05,00,00,00,0.5314
2014,01,05,00,30,00,0.6272
2014,01,05,01,00,00,0.6736
2014,01,05,01,30,00,0.7026
2014,01,05,02,00,00,0.7383
2014,01,05,02,30,00,0.5788
2014,01,05,03,00,00,0.5168
2014,01,05,03,30,00,0.6523
2014,01,05,04,00,00,0.6056
2014,01,05,04,30,00,0.6084
2014,01,05,05,00,00,0.5499
2014,01,05,05,30,00,0.5477
2014,01,05,06,00,00,0.6195
2014,01,05,06,30,00,0.7462
2014,01,05,07,00,00,0.7512
2014,01,05,07,30,00,0.7073
2014,01,05,08,00,00,0.6595
2014,01,05,08,30,00,0.6769
2014,01,05,09,00,00,0.6924
2014,01,05,09,30,00,0.7126
2014,01,05,10,00,00,0.7248
2014,01,05,10,30,00,0.6541
2014,01,05,11,00,00,0.5005
2014,01,05,11,30,00,0.5431
2014,01,05,12,00,00,0.5378
2014,01,05,12,30,00,0.5511
2014,01,05,13,00,00,0.5548
2014,01,05,13,30,00,0.5049
2014,01,05,14,00,00,0.5365
2014,01,05,14,30,00,0.5993
2014,01,05,15,00,00,0.6216
2014,01,05,15,30,00,0.6051
2014,01,05,16,00,00,0.6816
2014,01,05,16,30,00,0.6252
2014,01,05,17,00,00,0.7389
2014,01,05,17,30,00,0.7059
2014,01,05,18,00,00,0.6405
2014,01,05,18,30,00,0.7336
2014,01,05,19,00,00,0.681
2014,01,05,19,30,00,0.7337
2014,01,05,20,00,00,0.6655
2014,01,05,20,30,00,0.693
2014,01,05,21,00,00,0.7127
2014,01,05,21,30,00,0.7448
2014,01,05,22,00,00,0.7391
2014,01,05,22,30,00,0.7495
2014,01,05,23,00,00,0.7658
2014,01,05,23,30,00,0.6562
2014,01,06,00,00,00,0.7666
2014,01,06,00,30,00,0.7974
2014,01,06,01,00,00,0.7165
2014,01,06,01,30,00,0.7039
2014,01,06,02,00,00,0.7392
2014,01,06,02,30,00,0.7543
2014,01,06,03,00,00,0.7938
2014,01,06,03,30,00,0.7227
2014,01,06,04,00,00,0.7448
2014,01,06,04,30,00,0.7941
2014,01,06,05,00,00,0.828
2014,01,06,05,30,00,0.7064
2014,01,06,06,00,00,0.7596
2014,01,06,06,30,00,0.7631
2014,01,06,07,00,00,0.6695
2014,01,06,07,30,00,0.6224
2014,01,06,08,00,00,0.5498
2014,01,06,08,30,00,0.6116
2014,01,06,09,00,00,0.7164
2014,01,06,09,30,00,0.6105
2014,01,06,10,00,00,0.5863
2014,01,06,10,30,00,0.5495
2014,01,06,11,00,00,0.6631
2014,01,06,11,30,00,0.6581
2014,01,06,12,00,00,0.6208
2014,01,06,12,30,00,0.6531
2014,01,06,13,00,00,0.6685
2014,01,06,13,30,00,0.5628
2014,01,06,14,00,00,0.5778
2014,01,06,14,30,00,0.5142
2014,01,06,15,00,00,0.5241
2014,01,06,15,30,00,0.4802
2014,01,06,16,00,00,0.3284
2014,01,06,16,30,00,0.3299
2014,01,06,17,00,00,0.4432
2014,01,06,17,30,00,0.3814
2014,01,06,18,00,00,0.3967
2014,01,06,18,30,00,0.3663
2014,01,06,19,00,00,0.2861
2014,01,06,19,30,00,0.3821
2014,01,06,20,00,00,0.2558
2014,01,06,20,30,00,0.2426
2014,01,06,21,00,00,0.2716
2014,01,06,21,30,00,0.2064
2014,01,06,22,00,00,0.3501
2014,01,06,22,30,00,0.2251
2014,01,06,23,00,00,0.2672
2014,01,06,23,30,00,0.3084
2014,01,07,00,00,00,0.2855
2014,01,07,00,30,00,0.3083
2014,01,07,01,00,00,0.2645
2014,01,07,01,30,00,0.2302
2014,01,07,02,00,00,0.3444
2014,01,07,02,30,00,0.3994
2014,01,07,03,00,00,0.3322
2014,01,07,03,30,00,0.3063
2014,01,07,04,00,00,0.2613
2014,01,07,04,30,00,0.2532
2014,01,07,05,00,00,0.3554
2014,01,07,05,30,00,0.3576
2014,01,07,06,00,00,0.4656
2014,01,07,06,30,00,0.5544
2014,01,07,07,00,00,0.609
2014,01,07,07,30,00,0.6973
2014,01,07,08,00,00,0.6696
2014,01,07,08,30,00,0.7661
2014,01,07,09,00,00,0.775
2014,01,07,09,30,00,0.5773
2014,01,07,10,00,00,0.8899
2014,01,07,10,30,00,0.8461
2014,01,07,11,00,00,0.7205
2014,01,07,11,30,00,0.7202
2014,01,07,12,00,00,0.5787
2014,01,07,12,30,00,0.6884
2014,01,07,13,00,00,0.6346
2014,01,07,13,30,00,0.5159
2014,01,07,14,00,00,0.4217
2014,01,07,14,30,00,0.4168
2014,01,07,15,00,00,0.3643
2014,01,07,15,30,00,0.427
2014,01,07,16,00,00,0.4328
2014,01,07,16,30,00,0.4187
2014,01,07,17,00,00,0.432
2014,01,07,17,30,00,0.3341
2014,01,07,18,00,00,0.3462
2014,01,07,18,30,00,0.4753
2014,01,07,19,00,00,0.4347
2014,01,07,19,30,00,0.3811
2014,01,07,20,00,00,0.378
2014,01,07,20,30,00,0.4056
2014,01,07,21,00,00,0.3087
2014,01,07,21,30,00,0.2381
2014,01,07,22,00,00,0.3191
2014,01,07,22,30,00,0.353
2014,01,07,23,00,00,0.3584
2014,01,07,23,30,00,0.212
2014,01,08,00,00,00,0.2825
2014,01,08,00,30,00,0.2202
2014,01,08,01,00,00,0.3046
2014,01,08,01,30,00,0.2301
2014,01,08,02,00,00,0.2812
2014,01,08,02,30,00,0.3011
2014,01,08,03,00,00,0.3403
2014,01,08,03,30,00,0.3241
2014,01,08,04,00,00,0.3249
2014,01,08,04,30,00,0.2397
2014,01,08,05,00,00,0.169
2014,01,08,05,30,00,0.1284
2014,01,08,06,00,00,0.0992
2014,01,08,06,30,00,0.1284
2014,01,08,07,00,00,0.1167
2014,01,08,07,30,00,0.1808
2014,01,08,08,00,00,0.2115
2014,01,08,08,30,00,0.2358
2014,01,08,09,00,00,0.2147
2014,01,08,09,30,00,0.2135
2014,01,08,10,00,00,0.1906
2014,01,08,10,30,00,0.1707
2014,01,08,11,00,00,0.1794
2014,01,08,11,30,00,0.2355
2014,01,08,12,00,00,0.2865
2014,01,08,12,30,00,0.3088
2014,01,08,13,00,00,0.3832
2014,01,08,13,30,00,0.4052
2014,01,08,14,00,00,0.4615
2014,01,08,14,30,00,0.4527
2014,01,08,15,00,00,0.4608
2014,01,08,15,30,00,0.5156
2014,01,08,16,00,00,0.5318
2014,01,08,16,30,00,0.5154
2014,01,08,17,00,00,0.6184
2014,01,08,17,30,00,0.648
2014,01,08,18,00,00,0.733
2014,01,08,18,30,00,0.8706
2014,01,08,19,00,00,0.9109
2014,01,08,19,30,00,0.7534
2014,01,08,20,00,00,0.723
2014,01,08,20,30,00,0.7718
2014,01,08,21,00,00,0.8052
2014,01,08,21,30,00,0.7852
2014,01,08,22,00,00,0.8557
2014,01,08,22,30,00,0.8611
2014,01,08,23,00,00,0.9371
2014,01,08,23,30,00,1.0718
2014,01,09,00,00,00,1.048
2014,01,09,00,30,00,1.0179
2014,01,09,01,00,00,1.0508
2014,01,09,01,30,00,1.0814
2014,01,09,02,00,00,1.0861
2014,01,09,02,30,00,1.2403
2014,01,09,03,00,00,1.0926
2014,01,09,03,30,00,1.1587
2014,01,09,04,00,00,1.2094
2014,01,09,04,30,00,1.1272
2014,01,09,05,00,00,1.1106
2014,01,09,05,30,00,1.0603
2014,01,09,06,00,00,0.942
2014,01,09,06,30,00,1.0072
2014,01,09,07,00,00,0.8687
2014,01,09,07,30,00,0.7957
2014,01,09,08,00,00,0.8492
2014,01,09,08,30,00,1.0379
2014,01,09,09,00,00,1.0718
2014,01,09,09,30,00,1.0148
2014,01,09,10,00,00,0.8813
2014,01,09,10,30,00,0.9056
2014,01,09,11,00,00,0.765
2014,01,09,11,30,00,0.7576
2014,01,09,12,00,00,0.6158
2014,01,09,12,30,00,0.5924
2014,01,09,13,00,00,0.5853
2014,01,09,13,30,00,0.5782
2014,01,09,14,00,00,0.4835
2014,01,09,14,30,00,0.4475
2014,01,09,15,00,00,0.43
2014,01,09,15,30,00,0.4282
2014,01,09,16,00,00,0.4762
2014,01,09,16,30,00,0.3675
2014,01,09,17,00,00,0.3909
2014,01,09,17,30,00,0.4284
2014,01,09,18,00,00,0.4122
2014,01,09,18,30,00,0.4269
2014,01,09,19,00,00,0.4392
2014,01,09,19,30,00,0.4199
2014,01,09,20,00,00,0.3439
2014,01,09,20,30,00,0.3583
2014,01,09,21,00,00,0.4175
2014,01,09,21,30,00,0.3393
2014,01,09,22,00,00,0.3604
2014,01,09,22,30,00,0.319
2014,01,09,23,00,00,0.3332
2014,01,09,23,30,00,0.3064
2014,01,10,00,00,00,0.3294
2014,01,10,00,30,00,0.3537
2014,01,10,01,00,00,0.3031
2014,01,10,01,30,00,0.322
2014,01,10,02,00,00,0.3654
2014,01,10,02,30,00,0.3716
2014,01,10,03,00,00,0.4047
2014,01,10,03,30,00,0.3974
2014,01,10,04,00,00,0.3246
2014,01,10,04,30,00,0.2988
2014,01,10,05,00,00,0.3748
2014,01,10,05,30,00,0.3531
2014,01,10,06,00,00,0.2729
2014,01,10,06,30,00,0.2908
2014,01,10,07,00,00,0.27
2014,01,10,07,30,00,0.2344
2014,01,10,08,00,00,0.2892
2014,01,10,08,30,00,0.3185
2014,01,10,09,00,00,0.277
2014,01,10,09,30,00,0.2267
2014,01,10,10,00,00,0.2275
2014,01,10,10,30,00,0.2681
2014,01,10,11,00,00,0.2835
2014,01,10,11,30,00,0.2822
2014,01,10,12,00,00,0.2639
2014,01,10,12,30,00,0.3011
2014,01,10,13,00,00,0.2911
2014,01,10,13,30,00,0.4351
2014,01,10,14,00,00,0.3717
2014,01,10,14,30,00,0.4195
2014,01,10,15,00,00,0.4645
2014,01,10,15,30,00,0.4914
2014,01,10,16,00,00,0.4731
2014,01,10,16,30,00,0.4847
2014,01,10,17,00,00,0.4582
2014,01,10,17,30,00,0.4511
2014,01,10,18,00,00,0.5371
2014,01,10,18,30,00,0.4306
2014,01,10,19,00,00,0.5308
2014,01,10,19,30,00,0.448
2014,01,10,20,00,00,0.5197
2014,01,10,20,30,00,0.4689
2014,01,10,21,00,00,0.4355
2014,01,10,21,30,00,0.4434
2014,01,10,22,00,00,0.4855
2014,01,10,22,30,00,0.4309
2014,01,10,23,00,00,0.3642
2014,01,10,23,30,00,0.3891
2014,01,11,00,00,00,0.4283
2014,01,11,00,30,00,0.4876
2014,01,11,01,00,00,0.3832
2014,01,11,01,30,00,0.2678
2014,01,11,02,00,00,0.4054
2014,01,11,02,30,00,0.3731
2014,01,11,03,00,00,0.4684
2014,01,11,03,30,00,0.5127
2014,01,11,04,00,00,0.4554
2014,01,11,04,30,00,0.4912
2014,01,11,05,00,00,0.5288
2014,01,11,05,30,00,0.4655
2014,01,11,06,00,00,0.5724
2014,01,11,06,30,00,0.6162
2014,01,11,07,00,00,0.5778
2014,01,11,07,30,00,0.4489
2014,01,11,08,00,00,0.3716
2014,01,11,08,30,00,0.3036
2014,01,11,09,00,00,0.3794
2014,01,11,09,30,00,0.4523
2014,01,11,10,00,00,0.391
2014,01,11,10,30,00,0.5478
2014,01,11,11,00,00,0.5423
2014,01,11,11,30,00,0.5607
2014,01,11,12,00,00,0.3525
2014,01,11,12,30,00,0.3666
2014,01,11,13,00,00,0.3714
2014,01,11,13,30,00,0.4598
2014,01,11,14,00,00,0.6262
2014,01,11,14,30,00,0.3696
2014,01,11,15,00,00,0.2029
2014,01,11,15,30,00,0.2353
2014,01,11,16,00,00,0.3637
2014,01,11,16,30,00,0.2741
2014,01,11,17,00,00,0.2863
2014,01,11,17,30,00,0.275
2014,01,11,18,00,00,0.3871
2014,01,11,18,30,00,0.5062
2014,01,11,19,00,00,0.4875
2014,01,11,19,30,00,0.4536
2014,01,11,20,00,00,0.251
2014,01,11,20,30,00,0.3393
2014,01,11,21,00,00,0.5106
2014,01,11,21,30,00,0.4969
2014,01,11,22,00,00,0.3347
2014,01,11,22,30,00,0.4773
2014,01,11,23,00,00,0.3151
2014,01,11,23,30,00,0.3766
2014,01,12,00,00,00,0.4982
2014,01,12,00,30,00,0.3322
2014,01,12,01,00,00,0.3708
2014,01,12,01,30,00,0.3213
2014,01,12,02,00,00,0.4204
2014,01,12,02,30,00,0.4555
2014,01,12,03,00,00,0.5518
2014,01,12,03,30,00,0.5449
2014,01,12,04,00,00,0.4165
2014,01,12,04,30,00,0.3815
2014,01,12,05,00,00,0.3425
2014,01,12,05,30,00,0.3303
2014,01,12,06,00,00,0.4149
2014,01,12,06,30,00,0.4448
2014,01,12,07,00,00,0.3918
2014,01,12,07,30,00,0.4958
2014,01,12,08,00,00,0.4527
2014,01,12,08,30,00,0.511
2014,01,12,09,00,00,0.3185
2014,01,12,09,30,00,0.4328
2014,01,12,10,00,00,0.5589
2014,01,12,10,30,00,0.3883
2014,01,12,11,00,00,0.426
2014,01,12,11,30,00,0.5308
2014,01,12,12,00,00,0.5112
2014,01,12,12,30,00,0.4957
2014,01,12,13,00,00,0.433
2014,01,12,13,30,00,0.4508
2014,01,12,14,00,00,0.5135
2014,01,12,14,30,00,0.3949
2014,01,12,15,00,00,0.4133
2014,01,12,15,30,00,0.4104
2014,01,12,16,00,00,0.4345
2014,01,12,16,30,00,0.4815
2014,01,12,17,00,00,0.4433
2014,01,12,17,30,00,0.3597
2014,01,12,18,00,00,0.3415
2014,01,12,18,30,00,0.3009
2014,01,12,19,00,00,0.3475
2014,01,12,19,30,00,0.3511
2014,01,12,20,00,00,0.3661
2014,01,12,20,30,00,0.3482
2014,01,12,21,00,00,0.3916
2014,01,12,21,30,00,0.3319
2014,01,12,22,00,00,0.2627
2014,01,12,22,30,00,0.2746
2014,01,12,23,00,00,0.2347
2014,01,12,23,30,00,0.3064
2014,01,13,00,00,00,0.274
2014,01,13,00,30,00,0.2631
2014,01,13,01,00,00,0.1863
2014,01,13,01,30,00,0.1941
2014,01,13,02,00,00,0.2715
2014,01,13,02,30,00,0.4614
2014,01,13,03,00,00,0.3985
2014,01,13,03,30,00,0.5529
2014,01,13,04,00,00,0.5689
2014,01,13,04,30,00,0.511
2014,01,13,05,00,00,0.3162
2014,01,13,05,30,00,0.3075
2014,01,13,06,00,00,0.2668
2014,01,13,06,30,00,0.2505
2014,01,13,07,00,00,0.279
2014,01,13,07,30,00,0.3783
2014,01,13,08,00,00,0.2716
2014,01,13,08,30,00,0.3558
2014,01,13,09,00,00,0.5204
2014,01,13,09,30,00,0.4904
2014,01,13,10,00,00,0.3056
2014,01,13,10,30,00,0.261
2014,01,13,11,00,00,0.2415
2014,01,13,11,30,00,0.3022
2014,01,13,12,00,00,0.4362
2014,01,13,12,30,00,0.4654
2014,01,13,13,00,00,0.2755
2014,01,13,13,30,00,0.2959
2014,01,13,14,00,00,0.4733
2014,01,13,14,30,00,0.5518
2014,01,13,15,00,00,0.359
2014,01,13,15,30,00,0.3244
2014,01,13,16,00,00,0.292
2014,01,13,16,30,00,0.1361
2014,01,13,17,00,00,0.1533
2014,01,13,17,30,00,0.2199
2014,01,13,18,00,00,0.2513
2014,01,13,18,30,00,0.3134
2014,01,13,19,00,00,0.4092
2014,01,13,19,30,00,0.3344
2014,01,13,20,00,00,0.3515
2014,01,13,20,30,00,0.3112
2014,01,13,21,00,00,0.3451
2014,01,13,21,30,00,0.3369
2014,01,13,22,00,00,0.2667
2014,01,13,22,30,00,0.401
2014,01,13,23,00,00,0.2764
2014,01,13,23,30,00,NaN
2014,01,14,00,00,00,NaN
2014,01,14,00,30,00,0.1382
2014,01,14,01,00,00,0.0727
2014,01,14,01,30,00,0.2103
2014,01,14,02,00,00,0.111
2014,01,14,02,30,00,0.1618
2014,01,14,03,00,00,0.2029
2014,01,14,03,30,00,0.1454
2014,01,14,04,00,00,0.1626
2014,01,14,04,30,00,0.1348
2014,01,14,05,00,00,0.189
2014,01,14,05,30,00,0.118
2014,01,14,06,00,00,0.1461
2014,01,14,06,30,00,0.1302
2014,01,14,07,00,00,0.3245
2014,01,14,07,30,00,0.3827
2014,01,14,08,00,00,0.425
2014,01,14,08,30,00,0.5257
2014,01,14,09,00,00,0.5053
2014,01,14,09,30,00,0.5618
2014,01,14,10,00,00,0.571
2014,01,14,10,30,00,0.5609
2014,01,14,11,00,00,0.4561
2014,01,14,11,30,00,0.4044
2014,01,14,12,00,00,0.3878
2014,01,14,12,30,00,0.3756
2014,01,14,13,00,00,0.3237
2014,01,14,13,30,00,0.1853
2014,01,14,14,00,00,0.1551
2014,01,14,14,30,00,0.1532
2014,01,14,15,00,00,0.1889
2014,01,14,15,30,00,0.1748
2014,01,14,16,00,00,0.204
2014,01,14,16,30,00,0.2504
2014,01,14,17,00,00,0.2727
2014,01,14,17,30,00,0.2916
2014,01,14,18,00,00,0.2272
2014,01,14,18,30,00,0.0862
2014,01,14,19,00,00,0.1018
2014,01,14,19,30,00,0.1201
2014,01,14,20,00,00,0.2776
2014,01,14,20,30,00,0.3076
2014,01,14,21,00,00,0.2838
2014,01,14,21,30,00,0.241
2014,01,14,22,00,00,NaN
2014,01,14,22,30,00,NaN
2014,01,14,23,00,00,NaN
2014,01,14,23,30,00,0.2352
2014,01,15,00,00,00,0.0944
2014,01,15,00,30,00,0.136
2014,01,15,01,00,00,0.1593
2014,01,15,01,30,00,0.1798
2014,01,15,02,00,00,0.1066
2014,01,15,02,30,00,NaN
2014,01,15,03,00,00,NaN
2014,01,15,03,30,00,NaN
2014,01,15,04,00,00,NaN
2014,01,15,04,30,00,0.1431
2014,01,15,05,00,00,0.2185
2014,01,15,05,30,00,0.1623
2014,01,15,06,00,00,0.2595
2014,01,15,06,30,00,0.3165
2014,01,15,07,00,00,0.2722
2014,01,15,07,30,00,0.2471
2014,01,15,08,00,00,0.342
2014,01,15,08,30,00,0.317
2014,01,15,09,00,00,0.2939
2014,01,15,09,30,00,0.2197
2014,01,15,10,00,00,0.232
2014,01,15,10,30,00,0.1788
2014,01,15,11,00,00,0.2774
2014,01,15,11,30,00,0.1112
2014,01,15,12,00,00,0.0523
2014,01,15,12,30,00,NaN
2014,01,15,13,00,00,0.074
2014,01,15,13,30,00,NaN
2014,01,15,14,00,00,NaN
2014,01,15,14,30,00,NaN
2014,01,15,15,00,00,0.1331
2014,01,15,15,30,00,0.1898
2014,01,15,16,00,00,0.0829
2014,01,15,16,30,00,0.0634
2014,01,15,17,00,00,0.1208
2014,01,15,17,30,00,0.1856
2014,01,15,18,00,00,0.1542
2014,01,15,18,30,00,0.0573
2014,01,15,19,00,00,0.1252
2014,01,15,19,30,00,0.2303
2014,01,15,20,00,00,0.0785
2014,01,15,20,30,00,0.1513
2014,01,15,21,00,00,0.2145
2014,01,15,21,30,00,0.1172
2014,01,15,22,00,00,0.0858
2014,01,15,22,30,00,0.1781
2014,01,15,23,00,00,0.1281
2014,01,15,23,30,00,0.1497
2014,01,16,00,00,00,0.1361
2014,01,16,00,30,00,0.1887
2014,01,16,01,00,00,0.2506
2014,01,16,01,30,00,0.209
2014,01,16,02,00,00,0.1604
2014,01,16,02,30,00,0.1543
2014,01,16,03,00,00,0.1634
2014,01,16,03,30,00,0.1662
2014,01,16,04,00,00,0.1563
2014,01,16,04,30,00,0.1333
2014,01,16,05,00,00,0.1731
2014,01,16,05,30,00,0.1221
2014,01,16,06,00,00,0.1039
2014,01,16,06,30,00,0.1176
2014,01,16,07,00,00,0.0975
2014,01,16,07,30,00,NaN
2014,01,16,08,00,00,NaN
2014,01,16,08,30,00,NaN
2014,01,16,09,00,00,NaN
2014,01,16,09,30,00,NaN
2014,01,16,10,00,00,NaN
2014,01,16,10,30,00,NaN
2014,01,16,11,00,00,0.1204
2014,01,16,11,30,00,0.102
2014,01,16,12,00,00,0.0656
2014,01,16,12,30,00,0.1272
2014,01,16,13,00,00,0.1325
2014,01,16,13,30,00,0.1104
2014,01,16,14,00,00,0.1095
2014,01,16,14,30,00,0.1929
2014,01,16,15,00,00,0.1481
2014,01,16,15,30,00,0.0993
2014,01,16,16,00,00,0.0918
2014,01,16,16,30,00,0.0704
2014,01,16,17,00,00,0.0839
2014,01,16,17,30,00,0.1293
2014,01,16,18,00,00,0.1184
2014,01,16,18,30,00,0.0846
2014,01,16,19,00,00,0.0967
2014,01,16,19,30,00,0.1177
2014,01,16,20,00,00,0.1616
2014,01,16,20,30,00,0.177
2014,01,16,21,00,00,0.1332
2014,01,16,21,30,00,0.1606
2014,01,16,22,00,00,0.1185
2014,01,16,22,30,00,NaN
2014,01,16,23,00,00,NaN
2014,01,16,23,30,00,0.1627
2014,01,17,00,00,00,0.0793
2014,01,17,00,30,00,0.214
2014,01,17,01,00,00,0.1625
2014,01,17,01,30,00,0.0999
2014,01,17,02,00,00,0.1853
2014,01,17,02,30,00,0.2744
2014,01,17,03,00,00,0.332
2014,01,17,03,30,00,0.3142
2014,01,17,04,00,00,0.3464
2014,01,17,04,30,00,0.4223
2014,01,17,05,00,00,0.2991
2014,01,17,05,30,00,0.2838
2014,01,17,06,00,00,0.3152
2014,01,17,06,30,00,0.3706
2014,01,17,07,00,00,0.3313
2014,01,17,07,30,00,0.435
2014,01,17,08,00,00,0.4306
2014,01,17,08,30,00,0.4058
2014,01,17,09,00,00,0.2772
2014,01,17,09,30,00,0.0932
2014,01,17,10,00,00,0.1014
2014,01,17,10,30,00,0.173
2014,01,17,11,00,00,0.1622
2014,01,17,11,30,00,0.2741
2014,01,17,12,00,00,0.2343
2014,01,17,12,30,00,0.2524
2014,01,17,13,00,00,0.1735
2014,01,17,13,30,00,0.1326
2014,01,17,14,00,00,0.2239
2014,01,17,14,30,00,0.2051
2014,01,17,15,00,00,0.2103
2014,01,17,15,30,00,0.2027
2014,01,17,16,00,00,0.2108
2014,01,17,16,30,00,0.1643
2014,01,17,17,00,00,0.1715
2014,01,17,17,30,00,0.1607
2014,01,17,18,00,00,0.1806
2014,01,17,18,30,00,0.2137
2014,01,17,19,00,00,0.2106
2014,01,17,19,30,00,0.2002
2014,01,17,20,00,00,0.2131
2014,01,17,20,30,00,0.2279
2014,01,17,21,00,00,0.2802
2014,01,17,21,30,00,0.2822
2014,01,17,22,00,00,0.3111
2014,01,17,22,30,00,0.2122
2014,01,17,23,00,00,0.2558
2014,01,17,23,30,00,0.2021
2014,01,18,00,00,00,0.2442
2014,01,18,00,30,00,0.3095
2014,01,18,01,00,00,0.3022
2014,01,18,01,30,00,0.3557
2014,01,18,02,00,00,0.3016
2014,01,18,02,30,00,0.2993
2014,01,18,03,00,00,0.3196
2014,01,18,03,30,00,0.3453
2014,01,18,04,00,00,0.451
2014,01,18,04,30,00,0.4583
2014,01,18,05,00,00,0.4905
2014,01,18,05,30,00,0.4751
2014,01,18,06,00,00,0.5446
2014,01,18,06,30,00,0.5189
2014,01,18,07,00,00,0.5026
2014,01,18,07,30,00,0.577
2014,01,18,08,00,00,0.5336
2014,01,18,08,30,00,0.5878
2014,01,18,09,00,00,0.5596
2014,01,18,09,30,00,0.5679
2014,01,18,10,00,00,0.5142
